Page score,Page trust score,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
1,1,Pharizna – Página 2 – PcDeMaNo,https://www.pcdemano.com/author/pcdemano/page/2/#tab-tags-4,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,LUMEN,11,153,false,true,false,false,false,false,2018-10-24,2018-10-24,true,false
1,1,NOTICIAS – Página 3 – PcDeMaNo,https://www.pcdemano.com/category/sc/page/3/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,LUMEN,14,168,false,true,false,false,false,false,2018-10-29,2018-10-29,true,false
1,1,Pharizna – Página 2 – PcDeMaNo,https://www.pcdemano.com/author/pcdemano/page/2/#tab-comments-4,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,LUMEN,11,153,false,true,false,false,false,false,2018-10-23,2018-10-23,true,false
1,1,NOTICIAS – PcDeMaNo,https://www.pcdemano.com/category/sc/#tab-popular-4,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,LUMEN,11,188,false,true,false,false,false,false,2018-10-18,2018-10-25,false,true
1,1,wearable – PcDeMaNo,https://www.pcdemano.com/category/sc/wearable/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,LUMEN,13,170,false,true,false,false,false,false,2018-11-05,2018-11-05,true,false
1,1,NOTICIAS – PcDeMaNo,https://www.pcdemano.com/category/sc/#tab-tags-4,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,LUMEN,11,186,false,true,false,false,false,false,2018-10-18,2018-10-24,false,true
1,3,Alumni - BackerClub,https://backerclub.co/alumni.php,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen: Hack your metabolism & lose weight,6410,7,false,true,false,false,false,false,2018-11-11,2018-11-16,true,false
1,4,Lumen: A Portable Breathalyzer That Measures Your Metabolic Fuel Usage - Core77,https://www.core77.com/posts/79600/Lumen-A-Portable-Breathalyzer-That-Measures-Your-Metabolic-Fuel-Usage#GN,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,crowd funding campaign,42,107,false,true,false,false,false,false,2018-09-21,2018-09-21,false,false
1,9,Lumen: A Portable Breathalyzer That Measures Your Metabolic Fuel Usage - Core77,https://www.core77.com/posts/79600/Lumen-A-Portable-Breathalyzer-That-Measures-Your-Metabolic-Fuel-Usage#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,crowd funding campaign,43,107,false,true,false,false,false,false,2018-10-06,2018-10-06,false,false
1,5,Lumen - Nutritionist In Your Pocket and Metabolism Tracker,http://lumen.me/#joinWaitlistModal,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,PRE-ORDER (16% OFF NOW),8,9,false,false,false,false,false,false,2018-09-21,2018-11-18,false,false
1,1,Lumen | Science,http://www.lumen.is/science#joinBetaModal,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Pre-Order Lumen,7,4,false,false,false,false,false,false,2018-09-21,2018-11-18,false,false
1,1,Lumen | About us,http://www.lumen.is/about#joinBetaModal,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Pre-Order Lumen,7,4,false,false,false,false,false,false,2018-09-21,2018-11-18,false,false
1,1,Lumen | Science,http://www.lumen.is/science,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Pre-Order Lumen,7,4,false,false,false,false,false,false,2018-09-21,2018-11-18,false,false
1,1,Lumen | About us,http://www.lumen.is/about,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Pre-Order Lumen,7,4,false,false,false,false,false,false,2018-09-21,2018-11-18,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Amtrea,http://amtrea.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#disruptpress-responsive-menu-toggle,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,8,140,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Amtrea,http://amtrea.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,8,141,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Amtrea,http://amtrea.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#content,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,8,141,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Amtrea,http://amtrea.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,8,139,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Tech News Nerds,https://technewsnerds.com/europe/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,7,150,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Tech News Nerds,https://technewsnerds.com/europe/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,7,148,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,4,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss | KWOTABLE,http://kwotable.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,8,61,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,7,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss | KWOTABLE,http://kwotable.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#comments,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,8,91,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,3,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss | KWOTABLE,http://kwotable.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,8,61,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | Advice4all,https://advice4all.eu/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#content,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,138,45,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | Advice4all,https://advice4all.eu/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,132,45,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,9,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss.... : TechCrunch - howlDb,http://howldb.com/p/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-08uded,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,10,148,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,9,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss.... : TechCrunch - howlDb,http://howldb.com/p/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-0v68i6,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,15,148,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,4,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss – TechCrunch - Coding Videos,https://codingvideos.net/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,5,48,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Tech News Ace,http://technewsace.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,12,134,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss – Holy Shit Biz,https://www.holyshit.biz/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,9,176,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss – Holy Shit Biz,https://www.holyshit.biz/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#page,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,9,202,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | HyperHealthy.com,http://hyperhealthy.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,4,86,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | HyperHealthy.com,http://hyperhealthy.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,4,86,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Mike Butcher | Passivetech - Part 4,http://passivetech.com/author/mike-butcher/page/4/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,90,7042,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,4,Feed aggregator | Technology Cadre,http://techadre.com/aggregator/2009/01/29/itunes.apple.com/WebObjects/MZStore.woa/wa/techcrunch.com/2011/09/24/scantogram.com/blog.airtime.com/post/23580343537/some-new-additions?page=161,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,246,81,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,12,Feed aggregator | Technology Cadre,http://www.techadre.com/aggregator/2009/01/2007/10/2008/09/2008/08/2007/10/12/www.crunchbase.com/person/techcrunch.com/2011/03/30/www.twcableuntangled.com/2012/05/www.visionmobile.com?page=128,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,262,81,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,13,Feed aggregator | Technology Cadre,http://www.techadre.com/aggregator/2009/01/2007/10/2008/09/2008/08/2007/10/12/www.crunchbase.com/person/techcrunch.com/2011/03/30/www.twcableuntangled.com/2012/05/www.visionmobile.com?page=111,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,264,81,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,8,General News | Technology Cadre,http://www.techadre.com/aggregator/categories/1?page=149,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,262,81,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – KAVRE KOSELI,http://kavrekoseli.com/2018/08/08/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,80,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – KAVRE KOSELI,http://kavrekoseli.com/2018/08/08/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,80,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,11,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss – TechCrunch - WebDnet,http://webdnet.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,4,108,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss - Software CreatorsSoftware Creators,http://software-creators.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,10,17,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss - Software CreatorsSoftware Creators,http://software-creators.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,10,17,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss - Software CreatorsSoftware Creators,http://software-creators.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#content,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,10,17,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech News Universe,http://www.technewsuniverse.com/europe/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,164,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech News Universe,http://www.technewsuniverse.com/europe/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,165,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech News Universe,http://technewsuniverse.com/europe/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,164,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech News Universe,http://technewsuniverse.com/europe/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#masthead,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,165,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech News Universe,http://technewsuniverse.com/europe/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,165,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,10,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | Geek Tech News,http://geektechnews.tk/2018/08/07/gku2mvwlzxw/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,12,40,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,13,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss,http://googleexperts.altervista.org/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,74,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch – Download Top Apps Sofftware Articlez,http://www.softarticlez.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,3,28,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss - VivaLasGidi,https://vivalasgidi.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#comments,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,12,106,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss - VivaLasGidi,https://vivalasgidi.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,12,106,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss - VivaLasGidi,https://vivalasgidi.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#kleo-login-modal,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,12,106,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,#USA Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Startup 365,http://www.startup365.fr/usa-lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,44,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Tech World,http://techworld.zone/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,15,138,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – chiaseedsbuy.com,http://chiaseedsbuy.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#top,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,5,19,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – chiaseedsbuy.com,https://chiaseedsbuy.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,5,19,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – chiaseedsbuy.com,http://chiaseedsbuy.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,5,19,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | iHustle Bookstore,http://ihustle.withbestprice.com/2018/09/05/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,20,55,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | iHustle Bookstore,https://ihustle.withbestprice.com/2018/09/05/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,20,55,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech Scenes,https://techscenes.com/startups/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,2752,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech Scenes,https://www.techscenes.com/startups/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#masthead,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,2720,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech Scenes,https://www.techscenes.com/startups/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,6,2663,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss – MagGag,http://maggag.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,4,73,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - TechField,http://techfield.org/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,9,143,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech News Power,https://technewspower.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,5,88,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Tech News Power,https://technewspower.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#mh-comments,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,5,90,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Maxx Consulting di Maurizio Triggiani,http://www.mxcs.it/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-2/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,3,25,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Maxx Consulting di Maurizio Triggiani,http://www.mxcs.it/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,9,25,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss - Maxx Consulting di Maurizio Triggiani,http://www.mxcs.it/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-2/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,3,25,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | Startup Business Name Ideas,http://startup9.com/index.php/2018/08/08/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,7,112,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,9,"Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss,Gadgets, Techgig.com",https://www.techgig.com/tech-news/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-199434,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,10,142,false,false,false,false,false,false,2018-09-02,2018-09-21,false,false
1,7,,https://www.producthunt.com/r/p/131030,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,,0,0,false,false,false,false,false,false,2018-08-30,2018-11-21,false,false
1,4,,https://www.producthunt.com/r/b420b24e2aaf99/131030?app_id=966,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,,0,0,false,false,false,false,false,false,2018-08-30,2018-11-21,false,false
1,2,"Lumen Helps You ""Hack Your Metabolism"" Via Your Breath - ideaing",https://ideaing.com/ideas/lumen-breath-device,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,seeking funding on IndieGoGo,9,182,false,false,false,false,false,false,2018-10-07,2018-11-18,false,false
1,12,"Lumen Helps You ""Hack Your Metabolism"" Via Your Breath - ideaing",https://ideaing.com/ideas/lumen-breath-device#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,seeking funding on IndieGoGo,9,182,false,false,false,false,false,false,2018-10-07,2018-11-18,false,false
1,6,Lumen é capaz de ler o seu metabolismo e te ajudar a perder peso,https://www.showmetech.com.br/lumen-e-capaz-de-ler-o-seu-metabolismo-e-te-ajudar-a-perder-peso/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,35,163,false,false,false,false,false,false,2018-10-07,2018-11-18,false,false
