Page score,Page trust score,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
1,13,Tab dig med dit åndedræt! - Ny gadget gør det muligt. | Connery,https://connery.dk/tab-dig-med-dit-aandedraet-ny-gadget-goer-det-muligt.131807.html,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,9,156,false,false,false,false,false,false,2018-10-07,2018-11-18,false,false
1,8,Gadget promete ajudar na perda de peso apenas com um sopro - Espalha-Factos,https://espalhafactos.com/2018/07/26/empresa-israelita-gadget-perda-de-peso/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo.,9,48,false,false,false,false,false,false,2018-10-07,2018-11-18,false,false
1,6,Gadget promete ajudar na perda de peso apenas com um sopro - Espalha-Factos,https://espalhafactos.com/2018/07/26/empresa-israelita-gadget-perda-de-peso/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo.,10,48,false,false,false,false,false,false,2018-10-07,2018-11-18,false,false
1,2,Crean un medidor de aliento compatible con tu iPhone que te ayudará a mejorar tu salud,https://www.ipadizate.es/2018/07/21/medidor-aliento-iphone/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,13,133,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,8,Crean un medidor de aliento compatible con tu iPhone que te ayudará a mejorar tu salud,https://www.ipadizate.es/2018/07/21/medidor-aliento-iphone/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,13,130,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Amtrea,http://amtrea.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#disruptpress-responsive-menu-toggle,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,8,140,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Amtrea,http://amtrea.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,8,141,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Amtrea,http://amtrea.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#content,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,8,141,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Amtrea,http://amtrea.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,8,139,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,Lumen – уред што го подобрува метаболизмот и физичките перформанси | Бизнис Инфо,https://bi.mk/lumen-ured-shto-go-podobruva-metabolizmot-i-fizichkite-performansi/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,IndieGoGo,13,86,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,7,Lumen – уред што го подобрува метаболизмот и физичките перформанси | Бизнис Инфо,https://bi.mk/lumen-ured-shto-go-podobruva-metabolizmot-i-fizichkite-performansi/#top,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,IndieGoGo,13,86,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Tech News Nerds,https://technewsnerds.com/europe/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,7,150,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Tech News Nerds,https://technewsnerds.com/europe/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,7,148,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,4,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss | KWOTABLE,http://kwotable.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,8,61,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,7,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss | KWOTABLE,http://kwotable.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#comments,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,8,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss | KWOTABLE,http://kwotable.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,8,61,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | Advice4all,https://advice4all.eu/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#content,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,138,45,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | Advice4all,https://advice4all.eu/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,132,45,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,วัดความฟิตร่างกายในไม่กี่วินาทีด้วย LUMEN อุปกรณ์อัจฉริยะที่ใช้ง่ายแค่ “กำ” แล้ว “เป่า” » Unlockmen,https://www.unlockmen.com/check-it-out-lumen/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,คลิก,4,98,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,9,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss.... : TechCrunch - howlDb,http://howldb.com/p/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-08uded,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,10,148,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,5,Lumen Hit Their Indiegogo Funding Goal - Geek News Central.... : Geek News Central - howlDb,http://howldb.com/p/lumen-hit-their-indiegogo-funding-goal-geek-news-central-0f3zyu,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,14,149,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,9,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss.... : TechCrunch - howlDb,http://howldb.com/p/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-0v68i6,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,15,148,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,4,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss – TechCrunch - Coding Videos,https://codingvideos.net/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,5,48,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,"Lumen, un sistema para ayudar a perder peso que triunfa en Indiegogo",https://wwwhatsnew.com/2018/07/20/lumen-un-sistema-para-ayudar-a-perder-peso-que-triunfa-en-indiegogo/#more-326333,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,en la misma web de la campaña,15,28,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – TechCrunch - Tech News Ace,http://technewsace.com/2018/08/07/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss-techcrunch/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,12,134,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,4,Pocket-sized breath analyzer promises to hack your metabolism | Cult of Mac,https://www.cultofmac.com/563295/pocket-sized-breath-analyzer-promises-to-hack-your-metabolism/#more-563295,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen is launching as a crowdfunded product,15,59,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,11,Pocket-sized breath analyzer promises to hack your metabolism | Cult of Mac,https://www.cultofmac.com/563295/pocket-sized-breath-analyzer-promises-to-hack-your-metabolism/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen is launching as a crowdfunded product,15,59,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,9,Pocket-sized breath analyzer promises to hack your metabolism | Cult of Mac,https://www.cultofmac.com/563295/pocket-sized-breath-analyzer-promises-to-hack-your-metabolism/#disqus_thread,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen is launching as a crowdfunded product,15,59,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,2,,http://forum2.hiendgear.com/cgi-bin/ultiweb.cgi?action=show_message_classic&id=84#reply,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,6,21,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,13,,http://forum2.hiendgear.com/cgi-bin/ultiweb.cgi?action=show_message_classic&id=88#reply,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,6,21,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,4,,http://forum2.hiendgear.com/cgi-bin/ultiweb.cgi?action=show_message_classic&id=88,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,6,21,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss – Holy Shit Biz,https://www.holyshit.biz/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,9,176,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on IndieGoGo for its breath-measuring device for weight loss – Holy Shit Biz,https://www.holyshit.biz/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#page,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,9,202,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,13,Lumen Stoffwechsel-Messgerät hilft beim Abnehmen,http://www.die-smartwatch.de/2018/07/19/lumen-misst-stoffwechsel-und-hilft-bei-gewichtsabnahme.html#tab-comments-2,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo-Kampagne,19,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,9,Lumen Stoffwechsel-Messgerät hilft beim Abnehmen,http://www.die-smartwatch.de/2018/07/19/lumen-misst-stoffwechsel-und-hilft-bei-gewichtsabnahme.html#3,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo-Kampagne,19,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,8,Lumen Stoffwechsel-Messgerät hilft beim Abnehmen,http://www.die-smartwatch.de/2018/07/19/lumen-misst-stoffwechsel-und-hilft-bei-gewichtsabnahme.html#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo-Kampagne,19,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,Lumen Stoffwechsel-Messgerät hilft beim Abnehmen,http://www.die-smartwatch.de/2018/07/19/lumen-misst-stoffwechsel-und-hilft-bei-gewichtsabnahme.html#tab-popular-2,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo-Kampagne,19,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,7,Lumen Stoffwechsel-Messgerät hilft beim Abnehmen,http://www.die-smartwatch.de/2018/07/19/lumen-misst-stoffwechsel-und-hilft-bei-gewichtsabnahme.html#4,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo-Kampagne,19,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,Lumen Stoffwechsel-Messgerät hilft beim Abnehmen,http://www.die-smartwatch.de/2018/07/19/lumen-misst-stoffwechsel-und-hilft-bei-gewichtsabnahme.html,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo-Kampagne,19,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,Lumen Stoffwechsel-Messgerät hilft beim Abnehmen,http://www.die-smartwatch.de/2018/07/19/lumen-misst-stoffwechsel-und-hilft-bei-gewichtsabnahme.html#tab-recent-2,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo-Kampagne,19,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,8,Lumen Stoffwechsel-Messgerät hilft beim Abnehmen,http://www.die-smartwatch.de/2018/07/19/lumen-misst-stoffwechsel-und-hilft-bei-gewichtsabnahme.html#1,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo-Kampagne,19,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,11,Lumen Stoffwechsel-Messgerät hilft beim Abnehmen,http://www.die-smartwatch.de/2018/07/19/lumen-misst-stoffwechsel-und-hilft-bei-gewichtsabnahme.html#5,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo-Kampagne,19,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | HyperHealthy.com,http://hyperhealthy.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,4,86,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss | HyperHealthy.com,http://hyperhealthy.com/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,4,86,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,2,Permanent Weight Loss - HCG Diet - The Original Ketogenic Diet,http://www.secondnaturecare.com/blog/permanent-weight-loss-hcg-diet-the-original-ketogenic-diet#comments-listing,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food?utm_source=newatlas.com&utm_medium=kickbooster&utm_content=link&utm_campaign=94b5dc13#/,7,81,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,"Micro veggie growing tray, tiny EDC pen, a toothbrush for dogs, and more – Notable crowdfunding campaigns – The Gadgeteer | Premium apps reviews Blog and Programing",http://www.linksoftvn.com/micro-veggie-growing-tray-tiny-edc-pen-a-toothbrush-for-dogs-and-more-notable-crowdfunding-campaigns-the-gadgeteer/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,42,268,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen Will Help You Lose Weight By Measuring Your Breath - Teofilo.net,https://www.teofilo.net/lumen-will-help-you-lose-weight-by-measuring-your-breath/#content,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Launching on Indiegogo,7,88,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen Will Help You Lose Weight By Measuring Your Breath - Teofilo.net,https://www.teofilo.net/lumen-will-help-you-lose-weight-by-measuring-your-breath/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Launching on Indiegogo,7,83,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,"Good News Israel! New Device Tells if You're Burning Fat or Carbs, Nitrogen Test for Early Cancer Diagnosis, and Much More! | Americans United with Israel",http://americaunitedwithisrael.org/good-news-israel-new-device-tells-if-youre-burning-fat-or-carbs-nitrogen-test-for-early-cancer-diagnosis-and-much-more/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,35,122,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,"Good News Archive: Aug. 19, 2018 | Americans United with Israel",https://americaunitedwithisrael.org/good-news-archive-aug-19-2018/#disqus_thread,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,79,116,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,"Good News Archive: Aug. 19, 2018 | Americans United with Israel",http://americaunitedwithisrael.org/good-news-archive-aug-19-2018/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,79,116,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,"Good News Israel! New Device Tells if You're Burning Fat or Carbs, Nitrogen Test for Early Cancer Diagnosis, and Much More! | Americans United with Israel",https://americaunitedwithisrael.org/good-news-israel-new-device-tells-if-youre-burning-fat-or-carbs-nitrogen-test-for-early-cancer-diagnosis-and-much-more/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,35,122,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,"Good News Archive: Aug. 19, 2018 | Americans United with Israel",https://americaunitedwithisrael.org/good-news-archive-aug-19-2018/#twitter-tab,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,79,116,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,"Good News Archive: Aug. 19, 2018 | Americans United with Israel",https://americaunitedwithisrael.org/good-news-archive-aug-19-2018/#facebook-tab,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,79,116,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,"Good News Archive: Aug. 19, 2018 | Americans United with Israel",https://americaunitedwithisrael.org/good-news-archive-aug-19-2018/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,79,116,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,"Good News Archive: Aug. 19, 2018 | Americans United with Israel",https://americaunitedwithisrael.org/good-news-archive-aug-19-2018/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,79,116,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,12,health Archives - Geek News Central,https://geeknewscentral.com/category/health-2/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,144,200,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,4,health Archives - Geek News Central,https://geeknewscentral.com/category/health-2/#content,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,94,138,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,4,health Archives - Geek News Central,https://geeknewscentral.com/category/health-2/health-2/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,144,200,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,9,Lumen Hit Their Indiegogo Funding Goal - Geek News Central,https://geeknewscentral.com/2018/08/14/lumen-hit-their-indiegogo-funding-goal/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,45,34,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,6,health Archives - Geek News Central,https://geeknewscentral.com/category/health-2/health-2/#content,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,144,199,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,6,Lumen Archives - Geek News Central,https://geeknewscentral.com/tag/lumen/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,39,33,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,11,"Lumen, sembra un etilometro ma ti aiuta a perdere peso | DDay.it",https://www.dday.it/redazione/27477/lumen-sembra-un-etilometro-ma-ti-aiuta-a-perdere-peso,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,campagna di Lumen su Indiegogo,2,13,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Mike Butcher | Passivetech - Part 4,http://passivetech.com/author/mike-butcher/page/4/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,90,7042,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,7,Bafômetro analisa metabolismo via respiração e app - Lucilia Diniz,http://luciliadiniz.com/bafometro-peso/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,clique aqui,15,52,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,Lumen: El proyecto innovador de la semana #84,https://www.gizlogic.com/lumen-proyecto-innovador/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,9,37,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Burning fat or carbs - Israel Active,http://israelactive.com/israels-medical-achievements/burning-fat-or-carbs/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight-apps-food#/,4,15,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,メタボが気になる人必見 息を吹きかけるだけで瞬時にデータ化 ｜ Sparkling IT news,https://sparkling-it-news.com/?p=4379#content,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Indiegogo,9,91,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,9,Lumen Analyzes Your Breath to Help You Lose Weight | The Spoon,https://thespoon.tech/lumen-analyzes-your-breath-to-help-you-lose-weight/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,launched an Indiegogo campaign,17,104,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,4,Feed aggregator | Technology Cadre,http://techadre.com/aggregator/2009/01/29/itunes.apple.com/WebObjects/MZStore.woa/wa/techcrunch.com/2011/09/24/scantogram.com/blog.airtime.com/post/23580343537/some-new-additions?page=161,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,246,81,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,12,Feed aggregator | Technology Cadre,http://www.techadre.com/aggregator/2009/01/2007/10/2008/09/2008/08/2007/10/12/www.crunchbase.com/person/techcrunch.com/2011/03/30/www.twcableuntangled.com/2012/05/www.visionmobile.com?page=128,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,262,81,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,13,Feed aggregator | Technology Cadre,http://www.techadre.com/aggregator/2009/01/2007/10/2008/09/2008/08/2007/10/12/www.crunchbase.com/person/techcrunch.com/2011/03/30/www.twcableuntangled.com/2012/05/www.visionmobile.com?page=111,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,264,81,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,8,General News | Technology Cadre,http://www.techadre.com/aggregator/categories/1?page=149,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,262,81,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – KAVRE KOSELI,http://kavrekoseli.com/2018/08/08/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/#respond,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,6,80,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,1,Lumen raises $7M and passes $1M on Indiegogo for its breath-measuring device for weight loss – KAVRE KOSELI,http://kavrekoseli.com/2018/08/08/lumen-raises-7m-and-passes-1m-on-indiegogo-for-its-breath-measuring-device-for-weight-loss/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,Lumen,6,80,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,4,"Lumen, come scoprire tutto sul proprio metabolismo con un soffio",https://www.mondofox.it/2018/07/24/lumen-come-scoprire-tutto-sul-proprio-metabolismo-con-un-soffio/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,disponibile su Indiegogo,37,67,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,"Lumen, come scoprire tutto sul proprio metabolismo con un soffio",https://www.mondofox.it/2018/07/24/lumen-come-scoprire-tutto-sul-proprio-metabolismo-con-un-soffio/#footer__links,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,disponibile su Indiegogo,37,67,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,3,Metabolizma Takip Cihazıyla Kilonuzu Kontrol Altına Alın - Arıkovanı,https://blog.arikovani.com/metabolizma-takip-cihaziyla-kilonuzu-kontrol-altina-alin/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,kitlesel fonlama kampanyasıyla,18,40,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,6,Lumen Measures Your Metabolism Through Your Breath - Arıkovanı,https://blog.arikovani.com/en/lumen-measures-your-metabolism-through-your-breath/#,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,crowdfunding campaign,20,40,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
1,11,Lumen Measures Your Metabolism Through Your Breath - Arıkovanı,https://blog.arikovani.com/en/lumen-measures-your-metabolism-through-your-breath/,https://www.indiegogo.com/projects/lumen-hack-your-metabolism-lose-weight,crowdfunding campaign,21,40,false,false,false,false,false,false,2018-09-05,2018-10-04,false,false
